Epoch,Train Loss,Validation Loss
1,0.24136852061748504,0.15093259187415242
2,0.14294985115528105,0.13260482670739293
3,0.13760203272104263,0.13136997283436358
4,0.12963410872220993,0.12372249644249678
5,0.12471456015110016,0.12120482069440186
6,0.12359784466028213,0.12053461442701519
7,0.12280890476703644,0.12340533128008246
8,0.11921131271123886,0.1166254817508161
9,0.114675075173378,0.11584387510083616
10,0.11341453397274018,0.11100228480063379
11,0.11349024796485901,0.11220758082345128
12,0.11182884699106216,0.10595041303895414
13,0.106376116335392,0.10683840373530984
14,0.10994306725263596,0.11334175383672118
15,0.1054299179315567,0.10929054114967585
16,0.10648842132091522,0.10918299597688019
17,0.10868035519123077,0.10442062420770526
18,0.10343895936012268,0.10278826532885432
19,0.10249131429195404,0.10283899842761457
20,0.10183694452047348,0.10092475730925798
21,0.10457518136501312,0.1030302825383842
22,0.10570526564121246,0.10412377724424005
23,0.10355782228708267,0.10453908354975283
24,0.10058752310276031,0.09952052286826074
25,0.10496105605363845,0.10411571990698576
26,0.09990503084659576,0.1034653193783015
27,0.10121619188785554,0.10128796496428549
28,0.09886850392818451,0.09876235155388713
29,0.10136431050300598,0.09822267782874405
30,0.09893842500448227,0.09473769413307309
31,0.10045702129602432,0.09551744651980698
32,0.09634450620412827,0.09410275891423225
33,0.09823021239042282,0.10146668972447515
34,0.09823693269491196,0.10199495614506304
35,0.0976360611319542,0.09862925228662789
36,0.09608183979988098,0.09602544270455837
37,0.09891271781921386,0.10013549588620663
38,0.09759440112113953,0.10194579302333295
39,0.10082742369174957,0.09465374681167305
40,0.09511938846111298,0.09455790091305971
41,0.09569919949769974,0.0922505334019661
42,0.0963289960026741,0.10140830627642572
43,0.09653309273719787,0.09570475947111845
44,0.09401051688194274,0.09609853243455291
45,0.09391987776756286,0.09418831439688802
46,0.09709530597925187,0.09295282023958862
47,0.09278623253107071,0.09925614134408534
48,0.09471328806877136,0.09794217813760042
49,0.09372166490554809,0.09529240638948977
50,0.09544167149066925,0.0937973540276289
